job.log: 2024/03/18 14:45:22  Created 'KKelly - Latest 2D Scene' by 'admin'
job.log: 2024/03/19 12:59:39  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 12:59:39  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 12:59:39  DM-RENDER-001: Redshift Info: Rendering frame 81...
job.log: 2024/03/19 12:59:39  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:00:25  DM-RENDER-014: Redshift Info: 
job.log: 2024/03/19 13:00:25  DM-RENDER-014: Redshift Info: Rendering time: 4m:12s (2 GPU(s) used)
job.log: 2024/03/19 13:00:25  DM-RENDER-014: Rendering frame 132 of job 'Nick C walk up'
job.log: 2024/03/19 13:00:26  DM-RENDER-014: Redshift Info: Rendering frame 132...
job.log: 2024/03/19 13:00:26  DM-RENDER-014: Redshift Info: AMM enabled
job.log: 2024/03/19 13:00:26  DM-RENDER-014: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:00:26  DM-RENDER-014: Redshift Info: Summary: Lights:7 Meshes:194 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:00:26  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:00:26  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:00:58  DM-RENDER-001: Redshift Info: Rendering time: 1m:18s (4 GPU(s) used)
job.log: 2024/03/19 13:00:58  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:00:58  DM-RENDER-001: Rendering frame 82 of job 'Nick C walk up'
job.log: 2024/03/19 13:00:59  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:00:59  DM-RENDER-001: Redshift Info: Rendering frame 82...
job.log: 2024/03/19 13:00:59  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:190 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:00:59  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:00:59  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:00:59  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:02:19  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:02:19  DM-RENDER-001: Redshift Info: Rendering time: 1m:19s (4 GPU(s) used)
job.log: 2024/03/19 13:02:19  DM-RENDER-001: Rendering frame 83 of job 'Nick C walk up'
job.log: 2024/03/19 13:02:21  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:190 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:02:21  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:02:21  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:02:21  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:02:21  DM-RENDER-001: Redshift Info: Rendering frame 83...
job.log: 2024/03/19 13:02:21  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:02:47  DM-RENDER-009: Redshift Info: 
job.log: 2024/03/19 13:02:47  DM-RENDER-009: Redshift Info: Rendering time: 4m:11s (2 GPU(s) used)
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Rendering frame 117 of job 'Nick C walk up'
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Redshift Info: Rendering frame 117...
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Redshift Info: Summary: Lights:7 Meshes:192 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:02:49  DM-RENDER-009: Redshift Info: AMM enabled
job.log: 2024/03/19 13:03:27  DM-RENDER-003: Downloaded Asset(s) in 2.442 seconds
job.log: 2024/03/19 13:03:31  DM-RENDER-003: Rendering frame 186 of job 'Nick C walk up'
job.log: 2024/03/19 13:03:41  DM-RENDER-001: Redshift Info: Rendering time: 1m:20s (4 GPU(s) used)
job.log: 2024/03/19 13:03:41  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:03:43  DM-RENDER-001: Rendering frame 84 of job 'Nick C walk up'
job.log: 2024/03/19 13:03:44  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:190 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:03:44  DM-RENDER-001: Redshift Info: Rendering frame 84...
job.log: 2024/03/19 13:03:44  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:03:44  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:03:44  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:03:44  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:04:34  DM-RENDER-014: Redshift Info: Rendering time: 4m:7s (2 GPU(s) used)
job.log: 2024/03/19 13:04:34  DM-RENDER-014: Redshift Info: 
job.log: 2024/03/19 13:04:36  DM-RENDER-014: Rendering frame 141 of job 'Nick C walk up'
job.log: 2024/03/19 13:04:37  DM-RENDER-014: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:04:37  DM-RENDER-014: Redshift Info: AMM enabled
job.log: 2024/03/19 13:04:37  DM-RENDER-014: Redshift Info: Rendering frame 141...
job.log: 2024/03/19 13:04:37  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:04:37  DM-RENDER-014: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:04:37  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:05:03  DM-RENDER-001: Redshift Info: Rendering time: 1m:18s (4 GPU(s) used)
job.log: 2024/03/19 13:05:03  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:05:04  DM-RENDER-001: Rendering frame 86 of job 'Nick C walk up'
job.log: 2024/03/19 13:05:05  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:190 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:05:05  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:05:05  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:05:05  DM-RENDER-001: Redshift Info: Rendering frame 86...
job.log: 2024/03/19 13:05:05  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:05:05  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:05:43  DM-RENDER-015: Downloaded Asset(s) in 2.928 seconds
job.log: 2024/03/19 13:05:46  DM-RENDER-015: Rendering frame 168 of job 'Nick C walk up'
job.log: 2024/03/19 13:06:14  DM-RENDER-010: Redshift Info: 
job.log: 2024/03/19 13:06:14  DM-RENDER-010: Redshift Info: Rendering time: 11m:23s (2 GPU(s) used)
job.log: 2024/03/19 13:06:16  DM-RENDER-010: Rendering frame 292 of job 'Nick C walk up'
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: 
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: License for net.maxon.license.app.teamrenderclient~commercial-floating valid until Aug 28 2024
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: Device 0 (CPU 0 AMD Ryzen Threadripper 3970X 32-Core Processor) uses Embree for ray tracing
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: Device 1 (CPU 1 AMD Ryzen Threadripper 3970X 32-Core Processor) uses Embree for ray tracing
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: Summary: Lights:7 Meshes:198 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: Rendering frame 292...
job.log: 2024/03/19 13:06:17  DM-RENDER-010: Redshift Info: AMM enabled
job.log: 2024/03/19 13:06:22  DM-RENDER-001: Redshift Info: Rendering time: 1m:16s (4 GPU(s) used)
job.log: 2024/03/19 13:06:22  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:06:24  DM-RENDER-001: Rendering frame 87 of job 'Nick C walk up'
job.log: 2024/03/19 13:06:26  DM-RENDER-001: Redshift Info: Rendering frame 87...
job.log: 2024/03/19 13:06:26  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:06:26  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:190 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:06:26  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:06:26  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:06:26  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:07:03  DM-RENDER-009: Redshift Info: 
job.log: 2024/03/19 13:07:03  DM-RENDER-009: Redshift Info: Rendering time: 4m:13s (2 GPU(s) used)
job.log: 2024/03/19 13:07:05  DM-RENDER-009: Rendering frame 129 of job 'Nick C walk up'
job.log: 2024/03/19 13:07:06  DM-RENDER-009: Redshift Info: Rendering frame 129...
job.log: 2024/03/19 13:07:06  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:07:06  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:07:06  DM-RENDER-009: Redshift Info: AMM enabled
job.log: 2024/03/19 13:07:06  DM-RENDER-009: Redshift Info: Summary: Lights:7 Meshes:194 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:07:06  DM-RENDER-009: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:07:48  DM-RENDER-016: Downloaded Asset(s) in 2.597 seconds
job.log: 2024/03/19 13:07:48  DM-RENDER-001: Redshift Info: Rendering time: 1m:22s (4 GPU(s) used)
job.log: 2024/03/19 13:07:48  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:07:49  DM-RENDER-001: Rendering frame 88 of job 'Nick C walk up'
job.log: 2024/03/19 13:07:50  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:190 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:07:50  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:07:50  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:07:50  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:07:50  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:07:50  DM-RENDER-001: Redshift Info: Rendering frame 88...
job.log: 2024/03/19 13:07:51  DM-RENDER-016: Rendering frame 175 of job 'Nick C walk up'
job.log: 2024/03/19 13:08:45  DM-RENDER-061: Redshift Info: 
job.log: 2024/03/19 13:08:45  DM-RENDER-061: Redshift Info: Rendering time: 31m:47s (2 GPU(s) used)
job.log: 2024/03/19 13:08:46  DM-RENDER-014: Redshift Info: Rendering time: 4m:8s (2 GPU(s) used)
job.log: 2024/03/19 13:08:46  DM-RENDER-014: Redshift Info: 
job.log: 2024/03/19 13:08:47  DM-RENDER-061: Rendering frame 229 of job 'Nick C walk up'
job.log: 2024/03/19 13:08:47  DM-RENDER-014: Rendering frame 145 of job 'Nick C walk up'
job.log: 2024/03/19 13:08:48  DM-RENDER-014: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:08:48  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:08:48  DM-RENDER-014: Redshift Info: AMM enabled
job.log: 2024/03/19 13:08:48  DM-RENDER-014: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:08:48  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:08:48  DM-RENDER-014: Redshift Info: Rendering frame 145...
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: Summary: Lights:7 Meshes:198 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: Rendering frame 229...
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: Device 1 (CPU 1 Intel Xeon CPU E5-2630 v4) uses Embree for ray tracing
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: License for net.maxon.license.app.teamrenderclient~commercial-floating valid until Aug 28 2024
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: 
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: Device 0 (CPU 0 Intel Xeon CPU E5-2630 v4) uses Embree for ray tracing
job.log: 2024/03/19 13:08:49  DM-RENDER-061: Redshift Info: AMM enabled
job.log: 2024/03/19 13:08:59  DM-RENDER-003: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:08:59  DM-RENDER-003: Redshift Info: 
job.log: 2024/03/19 13:08:59  DM-RENDER-003: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:08:59  DM-RENDER-003: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:08:59  DM-RENDER-003: Redshift Info: Device 0 (CPU 0 Intel Core i9-9900K CPU) uses Embree for ray tracing
job.log: 2024/03/19 13:09:00  DM-RENDER-003: Redshift Info: AMM enabled
job.log: 2024/03/19 13:09:00  DM-RENDER-003: Redshift Info: Rendering frame 186...
job.log: 2024/03/19 13:09:00  DM-RENDER-003: Redshift Info: License for net.maxon.license.app.teamrenderclient~commercial-floating valid until Aug 28 2024
job.log: 2024/03/19 13:09:00  DM-RENDER-003: Redshift Info: Device 1 (CPU 1 Intel Core i9-9900K CPU) uses Embree for ray tracing
job.log: 2024/03/19 13:09:06  DM-RENDER-001: Redshift Info: Rendering time: 1m:15s (4 GPU(s) used)
job.log: 2024/03/19 13:09:06  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:09:09  DM-RENDER-001: Rendering frame 97 of job 'Nick C walk up'
job.log: 2024/03/19 13:09:10  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:192 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:09:10  DM-RENDER-001: Redshift Info: Rendering frame 97...
job.log: 2024/03/19 13:09:10  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:09:10  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:09:10  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:09:10  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:09:35  DM-RENDER-011: Redshift Info: Rendering time: 11m:24s (2 GPU(s) used)
job.log: 2024/03/19 13:09:35  DM-RENDER-011: Redshift Info: 
job.log: 2024/03/19 13:09:37  DM-RENDER-011: Rendering frame 281 of job 'Nick C walk up'
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: Summary: Lights:7 Meshes:198 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: 
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: Device 1 (CPU 1 AMD Ryzen Threadripper 3970X 32-Core Processor) uses Embree for ray tracing
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: License for net.maxon.license.app.teamrenderclient~commercial-floating valid until Aug 28 2024
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: AMM enabled
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: Rendering frame 281...
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: Device 0 (CPU 0 AMD Ryzen Threadripper 3970X 32-Core Processor) uses Embree for ray tracing
job.log: 2024/03/19 13:09:38  DM-RENDER-011: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:09:43  DM-RENDER-062: Redshift Info: Rendering time: 31m:54s (2 GPU(s) used)
job.log: 2024/03/19 13:09:43  DM-RENDER-062: Redshift Info: 
job.log: 2024/03/19 13:09:45  DM-RENDER-062: Rendering frame 238 of job 'Nick C walk up'
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: License for net.maxon.license.app.teamrenderclient~commercial-floating valid until Aug 28 2024
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: 
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: Device 0 (CPU 0 Intel Xeon CPU E5-2630 v4) uses Embree for ray tracing
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: AMM enabled
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: Rendering frame 238...
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: Summary: Lights:7 Meshes:198 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:09:46  DM-RENDER-062: Redshift Info: Device 1 (CPU 1 Intel Xeon CPU E5-2630 v4) uses Embree for ray tracing
job.log: 2024/03/19 13:10:04  DM-RENDER-005: Redshift Info: 
job.log: 2024/03/19 13:10:04  DM-RENDER-005: Redshift Info: Rendering time: 42m:34s (2 GPU(s) used)
job.log: 2024/03/19 13:10:06  DM-RENDER-005: Rendering frame 187 of job 'Nick C walk up'
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: License for net.maxon.license.app.teamrenderclient~commercial-floating valid until Aug 28 2024
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: Device 0 (CPU 0 Intel Core i9-9900K CPU) uses Embree for ray tracing
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: AMM enabled
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: Rendering frame 187...
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: 
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: Device 1 (CPU 1 Intel Core i9-9900K CPU) uses Embree for ray tracing
job.log: 2024/03/19 13:10:07  DM-RENDER-005: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:10:29  DM-RENDER-001: Redshift Info: Rendering time: 1m:18s (4 GPU(s) used)
job.log: 2024/03/19 13:10:29  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:10:30  DM-RENDER-001: Rendering frame 98 of job 'Nick C walk up'
job.log: 2024/03/19 13:10:31  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:192 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:10:31  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:10:31  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:10:31  DM-RENDER-001: Redshift Info: Rendering frame 98...
job.log: 2024/03/19 13:10:31  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:10:31  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:11:05  DM-RENDER-015: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:11:05  DM-RENDER-015: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:11:05  DM-RENDER-015: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:11:05  DM-RENDER-015: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:11:05  DM-RENDER-015: Redshift Info: Rendering frame 168...
job.log: 2024/03/19 13:11:05  DM-RENDER-015: Redshift Info: AMM enabled
job.log: 2024/03/19 13:11:15  DM-RENDER-009: Redshift Info: Rendering time: 4m:9s (2 GPU(s) used)
job.log: 2024/03/19 13:11:15  DM-RENDER-009: Redshift Info: 
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Rendering frame 135 of job 'Nick C walk up'
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Redshift Info: Summary: Lights:7 Meshes:194 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Redshift Info: AMM enabled
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:11:18  DM-RENDER-009: Redshift Info: Rendering frame 135...
job.log: 2024/03/19 13:11:50  DM-RENDER-001: Redshift Info: Rendering time: 1m:18s (4 GPU(s) used)
job.log: 2024/03/19 13:11:50  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:11:51  DM-RENDER-001: Rendering frame 99 of job 'Nick C walk up'
job.log: 2024/03/19 13:11:52  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:192 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:11:52  DM-RENDER-001: Redshift Info: Rendering frame 99...
job.log: 2024/03/19 13:11:52  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:11:52  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:11:52  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:11:52  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:02  DM-RENDER-014: Redshift Info: 
job.log: 2024/03/19 13:13:02  DM-RENDER-014: Redshift Info: Rendering time: 4m:13s (2 GPU(s) used)
job.log: 2024/03/19 13:13:02  DM-RENDER-014: Rendering frame 146 of job 'Nick C walk up'
job.log: 2024/03/19 13:13:03  DM-RENDER-014: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:13:03  DM-RENDER-014: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:13:03  DM-RENDER-014: Redshift Info: Rendering frame 146...
job.log: 2024/03/19 13:13:03  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:03  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:03  DM-RENDER-014: Redshift Info: AMM enabled
job.log: 2024/03/19 13:13:08  DM-RENDER-016: Redshift Info: Summary: Lights:7 Meshes:196 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:13:09  DM-RENDER-016: Redshift Info: AMM enabled
job.log: 2024/03/19 13:13:09  DM-RENDER-016: Redshift Info: Rendering frame 175...
job.log: 2024/03/19 13:13:09  DM-RENDER-016: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:13:09  DM-RENDER-016: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:09  DM-RENDER-016: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:10  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:13:10  DM-RENDER-001: Redshift Info: Rendering time: 1m:17s (4 GPU(s) used)
job.log: 2024/03/19 13:13:11  DM-RENDER-001: Rendering frame 101 of job 'Nick C walk up'
job.log: 2024/03/19 13:13:13  DM-RENDER-001: Redshift Info: Rendering frame 101...
job.log: 2024/03/19 13:13:13  DM-RENDER-001: Redshift Info: Summary: Lights:7 Meshes:192 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:2
job.log: 2024/03/19 13:13:13  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:13  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:13:13  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:13:13  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:14:00  DM-RENDER-064: Redshift Info: 
job.log: 2024/03/19 13:14:00  DM-RENDER-064: Redshift Info: Rendering time: 31m:41s (2 GPU(s) used)
job.log: 2024/03/19 13:14:02  DM-RENDER-064: Rendering frame 251 of job 'Nick C walk up'
job.log: 2024/03/19 13:14:04  DM-RENDER-064: Redshift Info: Device 1 (CPU 1 Intel Xeon CPU E5-2630 v4) uses Embree for ray tracing
